19:26:30.276: Position 1: BY94
19:29:44.656: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.661: Awarded: 0 pts
19:29:44.666: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.671: Awarded: 6 pts
19:29:44.676: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.682: Awarded: 0 pts
19:29:44.792: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.798: Awarded: 0 pts
19:29:44.811: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.818: Awarded: 6 pts
19:29:44.826: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.841: Awarded: 0 pts
19:29:44.851: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.856: Awarded: 0 pts
19:29:44.865: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.872: Awarded: 6 pts
19:29:44.879: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.883: Awarded: 0 pts
19:29:44.899: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:44.905: Awarded: 0 pts
19:29:44.912: Message received: teamAwesome,p@55w04d,2,GC76
19:29:44.921: Awarded: 6 pts
19:29:44.926: Message received: teamAwesome,p@55w04d,3,FI35
19:29:44.933: Awarded: 0 pts
19:29:44.939: Message received: teamAwesome,p@55w04d,4,5441
19:29:44.945: Awarded: 0 pts
19:29:44.950: Message received: teamAwesome,p@55w04d,5,FI35
19:29:44.955: Awarded: 6 pts
19:29:44.961: Message received: teamAwesome,p@55w04d,6,DN82
19:29:44.966: Awarded: 0 pts
19:29:45.034: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.039: Awarded: 0 pts
19:29:45.044: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.054: Awarded: 6 pts
19:29:45.069: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.080: Awarded: 0 pts
19:29:45.088: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.093: Awarded: 0 pts
19:29:45.099: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.105: Awarded: 6 pts
19:29:45.111: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.117: Awarded: 0 pts
19:29:45.169: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.178: Awarded: 0 pts
19:29:45.198: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.215: Awarded: 6 pts
19:29:45.248: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.260: Awarded: 0 pts
19:29:45.265: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.269: Awarded: 0 pts
19:29:45.275: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.281: Awarded: 6 pts
19:29:45.286: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.291: Awarded: 0 pts
19:29:45.304: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.309: Awarded: 0 pts
19:29:45.314: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.321: Awarded: 6 pts
19:29:45.325: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.331: Awarded: 0 pts
19:29:45.340: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.346: Awarded: 0 pts
19:29:45.351: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.356: Awarded: 6 pts
19:29:45.361: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.366: Awarded: 0 pts
19:29:45.479: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.489: Awarded: 0 pts
19:29:45.499: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.512: Awarded: 6 pts
19:29:45.525: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.529: Awarded: 0 pts
19:29:45.535: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.547: Awarded: 0 pts
19:29:45.554: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.561: Awarded: 6 pts
19:29:45.565: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.572: Awarded: 0 pts
19:29:45.589: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.598: Awarded: 0 pts
19:29:45.604: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.608: Awarded: 6 pts
19:29:45.614: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.619: Awarded: 0 pts
19:29:45.623: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.628: Awarded: 0 pts
19:29:45.633: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.638: Awarded: 6 pts
19:29:45.644: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.648: Awarded: 0 pts
19:29:45.764: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.775: Awarded: 0 pts
19:29:45.785: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.803: Awarded: 6 pts
19:29:45.813: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.819: Awarded: 0 pts
19:29:45.828: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.831: Awarded: 0 pts
19:29:45.865: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.872: Awarded: 6 pts
19:29:45.881: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.887: Awarded: 0 pts
19:29:45.900: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:45.915: Awarded: 0 pts
19:29:45.923: Message received: teamAwesome,p@55w04d,2,GC76
19:29:45.928: Awarded: 6 pts
19:29:45.938: Message received: teamAwesome,p@55w04d,3,FI35
19:29:45.947: Awarded: 0 pts
19:29:45.955: Message received: teamAwesome,p@55w04d,4,5441
19:29:45.966: Awarded: 0 pts
19:29:45.972: Message received: teamAwesome,p@55w04d,5,FI35
19:29:45.978: Awarded: 6 pts
19:29:45.983: Message received: teamAwesome,p@55w04d,6,DN82
19:29:45.987: Awarded: 0 pts
19:29:46.012: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.017: Awarded: 0 pts
19:29:46.026: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.031: Awarded: 6 pts
19:29:46.035: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.042: Awarded: 0 pts
19:29:46.048: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.053: Awarded: 0 pts
19:29:46.059: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.063: Awarded: 6 pts
19:29:46.068: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.074: Awarded: 0 pts
19:29:46.100: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.108: Awarded: 0 pts
19:29:46.114: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.119: Awarded: 6 pts
19:29:46.123: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.128: Awarded: 0 pts
19:29:46.132: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.144: Awarded: 0 pts
19:29:46.149: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.157: Awarded: 6 pts
19:29:46.161: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.166: Awarded: 0 pts
19:29:46.193: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.198: Awarded: 0 pts
19:29:46.206: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.216: Awarded: 6 pts
19:29:46.226: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.237: Awarded: 0 pts
19:29:46.246: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.255: Awarded: 0 pts
19:29:46.260: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.265: Awarded: 6 pts
19:29:46.270: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.274: Awarded: 0 pts
19:29:46.323: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.327: Awarded: 0 pts
19:29:46.332: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.343: Awarded: 6 pts
19:29:46.356: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.363: Awarded: 0 pts
19:29:46.376: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.383: Awarded: 0 pts
19:29:46.392: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.405: Awarded: 6 pts
19:29:46.410: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.419: Awarded: 0 pts
19:29:46.431: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.437: Awarded: 0 pts
19:29:46.444: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.452: Awarded: 6 pts
19:29:46.463: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.469: Awarded: 0 pts
19:29:46.474: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.480: Awarded: 0 pts
19:29:46.486: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.499: Awarded: 6 pts
19:29:46.505: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.511: Awarded: 0 pts
19:29:46.577: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.592: Awarded: 0 pts
19:29:46.596: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.603: Awarded: 6 pts
19:29:46.613: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.618: Awarded: 0 pts
19:29:46.625: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.629: Awarded: 0 pts
19:29:46.633: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.647: Awarded: 6 pts
19:29:46.653: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.661: Awarded: 0 pts
19:29:46.702: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.706: Awarded: 0 pts
19:29:46.717: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.724: Awarded: 6 pts
19:29:46.732: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.738: Awarded: 0 pts
19:29:46.742: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.747: Awarded: 0 pts
19:29:46.753: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.758: Awarded: 6 pts
19:29:46.763: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.768: Awarded: 0 pts
19:29:46.874: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:46.877: Awarded: 0 pts
19:29:46.881: Message received: teamAwesome,p@55w04d,2,GC76
19:29:46.897: Awarded: 6 pts
19:29:46.915: Message received: teamAwesome,p@55w04d,3,FI35
19:29:46.923: Awarded: 0 pts
19:29:46.931: Message received: teamAwesome,p@55w04d,4,5441
19:29:46.938: Awarded: 0 pts
19:29:46.943: Message received: teamAwesome,p@55w04d,5,FI35
19:29:46.951: Awarded: 6 pts
19:29:46.961: Message received: teamAwesome,p@55w04d,6,DN82
19:29:46.966: Awarded: 0 pts
19:29:47.020: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.024: Awarded: 0 pts
19:29:47.032: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.041: Awarded: 6 pts
19:29:47.053: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.057: Awarded: 0 pts
19:29:47.070: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.074: Awarded: 0 pts
19:29:47.080: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.084: Awarded: 6 pts
19:29:47.087: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.091: Awarded: 0 pts
19:29:47.103: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.109: Awarded: 0 pts
19:29:47.114: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.119: Awarded: 6 pts
19:29:47.124: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.130: Awarded: 0 pts
19:29:47.134: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.139: Awarded: 0 pts
19:29:47.143: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.150: Awarded: 6 pts
19:29:47.155: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.160: Awarded: 0 pts
19:29:47.210: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.216: Awarded: 0 pts
19:29:47.222: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.229: Awarded: 6 pts
19:29:47.238: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.243: Awarded: 0 pts
19:29:47.250: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.255: Awarded: 0 pts
19:29:47.258: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.263: Awarded: 6 pts
19:29:47.268: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.272: Awarded: 0 pts
19:29:47.369: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.373: Awarded: 0 pts
19:29:47.378: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.392: Awarded: 6 pts
19:29:47.404: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.418: Awarded: 0 pts
19:29:47.431: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.446: Awarded: 0 pts
19:29:47.460: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.473: Awarded: 6 pts
19:29:47.482: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.487: Awarded: 0 pts
19:29:47.511: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.519: Awarded: 0 pts
19:29:47.529: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.540: Awarded: 6 pts
19:29:47.548: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.556: Awarded: 0 pts
19:29:47.566: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.571: Awarded: 0 pts
19:29:47.579: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.592: Awarded: 6 pts
19:29:47.605: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.610: Awarded: 0 pts
19:29:47.632: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.639: Awarded: 0 pts
19:29:47.652: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.662: Awarded: 6 pts
19:29:47.673: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.687: Awarded: 0 pts
19:29:47.692: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.705: Awarded: 0 pts
19:29:47.715: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.720: Awarded: 6 pts
19:29:47.727: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.736: Awarded: 0 pts
19:29:47.806: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.819: Awarded: 0 pts
19:29:47.825: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.834: Awarded: 6 pts
19:29:47.844: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.849: Awarded: 0 pts
19:29:47.857: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.869: Awarded: 0 pts
19:29:47.878: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.886: Awarded: 6 pts
19:29:47.895: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.901: Awarded: 0 pts
19:29:47.926: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:47.931: Awarded: 0 pts
19:29:47.938: Message received: teamAwesome,p@55w04d,2,GC76
19:29:47.944: Awarded: 6 pts
19:29:47.949: Message received: teamAwesome,p@55w04d,3,FI35
19:29:47.954: Awarded: 0 pts
19:29:47.958: Message received: teamAwesome,p@55w04d,4,5441
19:29:47.964: Awarded: 0 pts
19:29:47.969: Message received: teamAwesome,p@55w04d,5,FI35
19:29:47.974: Awarded: 6 pts
19:29:47.978: Message received: teamAwesome,p@55w04d,6,DN82
19:29:47.983: Awarded: 0 pts
19:29:47.996: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.000: Awarded: 0 pts
19:29:48.006: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.011: Awarded: 6 pts
19:29:48.016: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.021: Awarded: 0 pts
19:29:48.026: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.032: Awarded: 0 pts
19:29:48.037: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.042: Awarded: 6 pts
19:29:48.046: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.052: Awarded: 0 pts
19:29:48.154: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.160: Awarded: 0 pts
19:29:48.166: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.176: Awarded: 6 pts
19:29:48.186: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.191: Awarded: 0 pts
19:29:48.200: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.211: Awarded: 0 pts
19:29:48.218: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.223: Awarded: 6 pts
19:29:48.227: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.231: Awarded: 0 pts
19:29:48.301: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.304: Awarded: 0 pts
19:29:48.318: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.329: Awarded: 6 pts
19:29:48.338: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.346: Awarded: 0 pts
19:29:48.351: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.356: Awarded: 0 pts
19:29:48.363: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.369: Awarded: 6 pts
19:29:48.374: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.383: Awarded: 0 pts
19:29:48.428: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.436: Awarded: 0 pts
19:29:48.455: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.470: Awarded: 6 pts
19:29:48.478: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.489: Awarded: 0 pts
19:29:48.503: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.512: Awarded: 0 pts
19:29:48.520: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.532: Awarded: 6 pts
19:29:48.540: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.547: Awarded: 0 pts
19:29:48.583: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.589: Awarded: 0 pts
19:29:48.595: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.607: Awarded: 6 pts
19:29:48.616: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.625: Awarded: 0 pts
19:29:48.633: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.641: Awarded: 0 pts
19:29:48.645: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.650: Awarded: 6 pts
19:29:48.657: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.661: Awarded: 0 pts
19:29:48.666: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.671: Awarded: 0 pts
19:29:48.677: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.684: Awarded: 6 pts
19:29:48.689: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.695: Awarded: 0 pts
19:29:48.701: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.706: Awarded: 0 pts
19:29:48.711: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.714: Awarded: 6 pts
19:29:48.720: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.725: Awarded: 0 pts
19:29:48.845: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.851: Awarded: 0 pts
19:29:48.865: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.888: Awarded: 6 pts
19:29:48.897: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.903: Awarded: 0 pts
19:29:48.912: Message received: teamAwesome,p@55w04d,4,5441
19:29:48.921: Awarded: 0 pts
19:29:48.926: Message received: teamAwesome,p@55w04d,5,FI35
19:29:48.931: Awarded: 6 pts
19:29:48.937: Message received: teamAwesome,p@55w04d,6,DN82
19:29:48.945: Awarded: 0 pts
19:29:48.958: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:48.965: Awarded: 0 pts
19:29:48.970: Message received: teamAwesome,p@55w04d,2,GC76
19:29:48.977: Awarded: 6 pts
19:29:48.982: Message received: teamAwesome,p@55w04d,3,FI35
19:29:48.988: Awarded: 0 pts
19:29:48.994: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.001: Awarded: 0 pts
19:29:49.008: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.014: Awarded: 6 pts
19:29:49.020: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.026: Awarded: 0 pts
19:29:49.088: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:49.093: Awarded: 0 pts
19:29:49.107: Message received: teamAwesome,p@55w04d,2,GC76
19:29:49.117: Awarded: 6 pts
19:29:49.127: Message received: teamAwesome,p@55w04d,3,FI35
19:29:49.136: Awarded: 0 pts
19:29:49.147: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.154: Awarded: 0 pts
19:29:49.160: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.164: Awarded: 6 pts
19:29:49.169: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.175: Awarded: 0 pts
19:29:49.247: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:49.251: Awarded: 0 pts
19:29:49.255: Message received: teamAwesome,p@55w04d,2,GC76
19:29:49.263: Awarded: 6 pts
19:29:49.269: Message received: teamAwesome,p@55w04d,3,FI35
19:29:49.279: Awarded: 0 pts
19:29:49.286: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.294: Awarded: 0 pts
19:29:49.301: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.308: Awarded: 6 pts
19:29:49.317: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.323: Awarded: 0 pts
19:29:49.425: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:49.431: Awarded: 0 pts
19:29:49.441: Message received: teamAwesome,p@55w04d,2,GC76
19:29:49.454: Awarded: 6 pts
19:29:49.462: Message received: teamAwesome,p@55w04d,3,FI35
19:29:49.468: Awarded: 0 pts
19:29:49.477: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.483: Awarded: 0 pts
19:29:49.488: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.495: Awarded: 6 pts
19:29:49.504: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.511: Awarded: 0 pts
19:29:49.523: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:49.536: Awarded: 0 pts
19:29:49.546: Message received: teamAwesome,p@55w04d,2,GC76
19:29:49.559: Awarded: 6 pts
19:29:49.572: Message received: teamAwesome,p@55w04d,3,FI35
19:29:49.579: Awarded: 0 pts
19:29:49.586: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.596: Awarded: 0 pts
19:29:49.605: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.611: Awarded: 6 pts
19:29:49.616: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.624: Awarded: 0 pts
19:29:49.668: Message received: teamAwesome,p@55w04d,1,LLLL
19:29:49.672: Awarded: 0 pts
19:29:49.677: Message received: teamAwesome,p@55w04d,2,GC76
19:29:49.687: Awarded: 6 pts
19:29:49.698: Message received: teamAwesome,p@55w04d,3,FI35
19:29:49.704: Awarded: 0 pts
19:29:49.712: Message received: teamAwesome,p@55w04d,4,5441
19:29:49.719: Awarded: 0 pts
19:29:49.728: Message received: teamAwesome,p@55w04d,5,FI35
19:29:49.732: Awarded: 6 pts
19:29:49.740: Message received: teamAwesome,p@55w04d,6,DN82
19:29:49.746: Awarded: 0 pts
19:29:49.826: Message received: teamAwesome,p@55w04d,1,LLLL
